Serial,Unnamed: 1,Unnamed: 2,Name,Ripeness,Side Case,Symptom1,Symptom2,Symptom3,Recommendation 1,Recommendation 2,Photos,image_name,label,tomato_id,image_path,source_folder,split
558,,,T0140_S1,ripe,defected,spots,,,sun scald,,,T0140_S1,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0140_S1.JPG,Unsegmented,train
559,,,T0140_S2,ripe,defected,spots,,,sun scald,,,T0140_S2,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0140_S2.png,Manualy Segmented,train
559,,,T0140_S2,ripe,defected,spots,,,sun scald,,,T0140_S2,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0140_S2.JPG,Unsegmented,train
560,,,T0140_T,ripe,clear,,,,sun scald,,,T0140_T,clear,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0140_T.png,Manualy Segmented,train
560,,,T0140_T,ripe,clear,,,,sun scald,,,T0140_T,clear,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0140_T.JPG,Unsegmented,train
561,,141.0,T0141_E,ripe,defected,spots,,,sun scald,,,T0141_E,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0141_E.png,Manualy Segmented,train
561,,141.0,T0141_E,ripe,defected,spots,,,sun scald,,,T0141_E,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0141_E.JPG,Unsegmented,train
562,,,T0141_S1,ripe,defected,Ununiform color,,,sun scald,,,T0141_S1,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0141_S1.png,Manualy Segmented,train
562,,,T0141_S1,ripe,defected,Ununiform color,,,sun scald,,,T0141_S1,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0141_S1.JPG,Unsegmented,train
563,,,T0141_S2,ripe,defected,spots,,,sun scald,,,T0141_S2,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0141_S2.png,Manualy Segmented,train
563,,,T0141_S2,ripe,defected,spots,,,sun scald,,,T0141_S2,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0141_S2.JPG,Unsegmented,train
564,,,T0141_T,ripe,defected,spots,Yellow Shoulders,,sun scald,,,T0141_T,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0141_T.png,Manualy Segmented,train
564,,,T0141_T,ripe,defected,spots,Yellow Shoulders,,sun scald,,,T0141_T,defected,T0141,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0141_T.JPG,Unsegmented,train
565,,142.0,T0142_E,ripe,defected,gray blotchs,,,not sure,,,T0142_E,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0142_E.png,Manualy Segmented,train
565,,142.0,T0142_E,ripe,defected,gray blotchs,,,not sure,,,T0142_E,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0142_E.JPG,Unsegmented,train
566,,,T0142_S1,ripe,defected,Black area near the center,,,worm,,,T0142_S1,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0142_S1.png,Manualy Segmented,train
566,,,T0142_S1,ripe,defected,Black area near the center,,,worm,,,T0142_S1,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0142_S1.JPG,Unsegmented,train
567,,,T0142_S2,ripe,clear,,,,worm,,,T0142_S2,clear,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0142_S2.png,Manualy Segmented,train
567,,,T0142_S2,ripe,clear,,,,worm,,,T0142_S2,clear,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0142_S2.JPG,Unsegmented,train
568,,,T0142_T,ripe,defected,spots near the center,,,worm,,,T0142_T,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0142_T.png,Manualy Segmented,train
568,,,T0142_T,ripe,defected,spots near the center,,,worm,,,T0142_T,defected,T0142,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0142_T.JPG,Unsegmented,train
573,,144.0,T0144_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0144_E,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0144_E.png,Manualy Segmented,train
573,,144.0,T0144_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0144_E,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0144_E.JPG,Unsegmented,train
574,,,T0144_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0144_S1,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0144_S1.png,Manualy Segmented,train
574,,,T0144_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0144_S1,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0144_S1.JPG,Unsegmented,train
575,,,T0144_S2,ripe,clear,,,,sun scald,,,T0144_S2,clear,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0144_S2.png,Manualy Segmented,train
575,,,T0144_S2,ripe,clear,,,,sun scald,,,T0144_S2,clear,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0144_S2.JPG,Unsegmented,train
576,,,T0144_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0144_T,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0144_T.png,Manualy Segmented,train
576,,,T0144_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0144_T,defected,T0144,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0144_T.JPG,Unsegmented,train
577,,145.0,T0145_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0145_E,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0145_E.png,Manualy Segmented,train
577,,145.0,T0145_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0145_E,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0145_E.JPG,Unsegmented,train
578,,,T0145_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0145_S1,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0145_S1.png,Manualy Segmented,train
578,,,T0145_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0145_S1,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0145_S1.JPG,Unsegmented,train
579,,,T0145_S2,ripe,clear,,,,sun scald,,,T0145_S2,clear,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0145_S2.png,Manualy Segmented,train
579,,,T0145_S2,ripe,clear,,,,sun scald,,,T0145_S2,clear,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0145_S2.JPG,Unsegmented,train
580,,,T0145_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0145_T,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0145_T.png,Manualy Segmented,train
580,,,T0145_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0145_T,defected,T0145,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0145_T.JPG,Unsegmented,train
581,,146.0,T0146_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0146_E,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0146_E.png,Manualy Segmented,train
581,,146.0,T0146_E,ripe,defected,yellow area near the edges,,,sun scald,,,T0146_E,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0146_E.JPG,Unsegmented,train
582,,,T0146_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0146_S1,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0146_S1.png,Manualy Segmented,train
582,,,T0146_S1,ripe,defected,yellow area at the center ,,,sun scald,,,T0146_S1,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0146_S1.JPG,Unsegmented,train
583,,,T0146_S2,ripe,clear,,,,sun scald,,,T0146_S2,clear,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0146_S2.png,Manualy Segmented,train
583,,,T0146_S2,ripe,clear,,,,sun scald,,,T0146_S2,clear,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0146_S2.JPG,Unsegmented,train
584,,,T0146_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0146_T,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0146_T.png,Manualy Segmented,train
584,,,T0146_T,ripe,defected,yellow area near the edges,,,sun scald,,,T0146_T,defected,T0146,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0146_T.JPG,Unsegmented,train
585,,147.0,T0147_E,ripe,defected,ununiform shape,,,sun scald,,,T0147_E,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0147_E.png,Manualy Segmented,train
585,,147.0,T0147_E,ripe,defected,ununiform shape,,,sun scald,,,T0147_E,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0147_E.JPG,Unsegmented,train
586,,,T0147_S1,ripe,defected,white area at the center,,,sun scald,,,T0147_S1,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0147_S1.png,Manualy Segmented,train
586,,,T0147_S1,ripe,defected,white area at the center,,,sun scald,,,T0147_S1,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0147_S1.JPG,Unsegmented,train
587,,,T0147_S2,ripe,clear,,,,sun scald,,,T0147_S2,clear,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0147_S2.png,Manualy Segmented,train
587,,,T0147_S2,ripe,clear,,,,sun scald,,,T0147_S2,clear,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0147_S2.JPG,Unsegmented,train
588,,,T0147_T,ripe,defected,white area near the edges,,,sun scald,,,T0147_T,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0147_T.png,Manualy Segmented,train
588,,,T0147_T,ripe,defected,white area near the edges,,,sun scald,,,T0147_T,defected,T0147,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0147_T.JPG,Unsegmented,train
589,,148.0,T0148_E,ripe,defected,ununiform shape,yellow edges,,sun scald,,,T0148_E,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0148_E.png,Manualy Segmented,train
589,,148.0,T0148_E,ripe,defected,ununiform shape,yellow edges,,sun scald,,,T0148_E,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0148_E.JPG,Unsegmented,train
590,,,T0148_S1,ripe,defected,white area at the center,,,sun scald,,,T0148_S1,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0148_S1.png,Manualy Segmented,train
590,,,T0148_S1,ripe,defected,white area at the center,,,sun scald,,,T0148_S1,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0148_S1.JPG,Unsegmented,train
591,,,T0148_S2,ripe,clear,,,,sun scald,,,T0148_S2,clear,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0148_S2.png,Manualy Segmented,train
591,,,T0148_S2,ripe,clear,,,,sun scald,,,T0148_S2,clear,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0148_S2.JPG,Unsegmented,train
592,,,T0148_T,ripe,defected,spots at the edges,,,sun scald,,,T0148_T,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0148_T.png,Manualy Segmented,train
592,,,T0148_T,ripe,defected,spots at the edges,,,sun scald,,,T0148_T,defected,T0148,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0148_T.JPG,Unsegmented,train
593,,149.0,T0149_E,ripe,defected,ununiform shape,,,sun scald,,,T0149_E,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0149_E.png,Manualy Segmented,train
593,,149.0,T0149_E,ripe,defected,ununiform shape,,,sun scald,,,T0149_E,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0149_E.JPG,Unsegmented,train
594,,,T0149_S1,ripe,defected,white area at the center,,,sun scald,,,T0149_S1,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0149_S1.png,Manualy Segmented,train
594,,,T0149_S1,ripe,defected,white area at the center,,,sun scald,,,T0149_S1,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0149_S1.JPG,Unsegmented,train
595,,,T0149_S2,ripe,clear,,,,sun scald,,,T0149_S2,clear,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0149_S2.png,Manualy Segmented,train
595,,,T0149_S2,ripe,clear,,,,sun scald,,,T0149_S2,clear,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0149_S2.JPG,Unsegmented,train
596,,,T0149_T,ripe,defected,ununiform shape,,,sun scald,,,T0149_T,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0149_T.png,Manualy Segmented,train
596,,,T0149_T,ripe,defected,ununiform shape,,,sun scald,,,T0149_T,defected,T0149,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0149_T.JPG,Unsegmented,train
597,,150.0,T0150_E,ripe,defected,ununiform shape,,,sun scald,,,T0150_E,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0150_E.png,Manualy Segmented,train
597,,150.0,T0150_E,ripe,defected,ununiform shape,,,sun scald,,,T0150_E,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0150_E.JPG,Unsegmented,train
598,,,T0150_S1,ripe,defected,white area at the center,,,sun scald,,,T0150_S1,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0150_S1.png,Manualy Segmented,train
598,,,T0150_S1,ripe,defected,white area at the center,,,sun scald,,,T0150_S1,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0150_S1.JPG,Unsegmented,train
599,,,T0150_S2,ripe,clear,,,,sun scald,,,T0150_S2,clear,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0150_S2.png,Manualy Segmented,train
599,,,T0150_S2,ripe,clear,,,,sun scald,,,T0150_S2,clear,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0150_S2.JPG,Unsegmented,train
600,,,T0150_T,ripe,defected,ununiform shape,white area near the edges,,sun scald,,,T0150_T,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0150_T.png,Manualy Segmented,train
600,,,T0150_T,ripe,defected,ununiform shape,white area near the edges,,sun scald,,,T0150_T,defected,T0150,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0150_T.JPG,Unsegmented,train
601,,151.0,T0151_E,ripe,defected,yellow edges,,,sun scald,,,T0151_E,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0151_E.png,Manualy Segmented,train
601,,151.0,T0151_E,ripe,defected,yellow edges,,,sun scald,,,T0151_E,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0151_E.JPG,Unsegmented,train
602,,,T0151_S1,ripe,defected,white area at the center,,,sun scald,,,T0151_S1,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0151_S1.png,Manualy Segmented,train
602,,,T0151_S1,ripe,defected,white area at the center,,,sun scald,,,T0151_S1,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0151_S1.JPG,Unsegmented,train
603,,,T0151_S2,ripe,clear,,,,sun scald,,,T0151_S2,clear,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0151_S2.png,Manualy Segmented,train
603,,,T0151_S2,ripe,clear,,,,sun scald,,,T0151_S2,clear,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0151_S2.JPG,Unsegmented,train
604,,,T0151_T,ripe,defected,white area near the edges,,,sun scald,,,T0151_T,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0151_T.png,Manualy Segmented,train
604,,,T0151_T,ripe,defected,white area near the edges,,,sun scald,,,T0151_T,defected,T0151,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0151_T.JPG,Unsegmented,train
605,,152.0,T0152_E,ripe,defected,spots,,,sun scald,,,T0152_E,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0152_E.png,Manualy Segmented,train
605,,152.0,T0152_E,ripe,defected,spots,,,sun scald,,,T0152_E,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0152_E.JPG,Unsegmented,train
606,,,T0152_S1,ripe,defected,yellow area at the center ,spots,,sun scald,,,T0152_S1,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0152_S1.png,Manualy Segmented,train
606,,,T0152_S1,ripe,defected,yellow area at the center ,spots,,sun scald,,,T0152_S1,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0152_S1.JPG,Unsegmented,train
607,,,T0152_S2,ripe,clear,,,,sun scald,,,T0152_S2,clear,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0152_S2.png,Manualy Segmented,train
607,,,T0152_S2,ripe,clear,,,,sun scald,,,T0152_S2,clear,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0152_S2.JPG,Unsegmented,train
608,,,T0152_T,ripe,defected,white edges,spots,,sun scald,,,T0152_T,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0152_T.png,Manualy Segmented,train
608,,,T0152_T,ripe,defected,white edges,spots,,sun scald,,,T0152_T,defected,T0152,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0152_T.JPG,Unsegmented,train
609,,153.0,T0153_E,ripe,defected,yellow edges,,,sun scald,,,T0153_E,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0153_E.png,Manualy Segmented,train
609,,153.0,T0153_E,ripe,defected,yellow edges,,,sun scald,,,T0153_E,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0153_E.JPG,Unsegmented,train
610,,,T0153_S1,ripe,defected,white area at the center,,,sun scald,,,T0153_S1,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0153_S1.png,Manualy Segmented,train
610,,,T0153_S1,ripe,defected,white area at the center,,,sun scald,,,T0153_S1,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0153_S1.JPG,Unsegmented,train
611,,,T0153_S2,ripe,defected,yellow area near the edges,,,sun scald,,,T0153_S2,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0153_S2.png,Manualy Segmented,train
611,,,T0153_S2,ripe,defected,yellow area near the edges,,,sun scald,,,T0153_S2,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0153_S2.JPG,Unsegmented,train
612,,,T0153_T,ripe,defected,white area near the edges,spots,,sun scald,,,T0153_T,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0153_T.png,Manualy Segmented,train
612,,,T0153_T,ripe,defected,white area near the edges,spots,,sun scald,,,T0153_T,defected,T0153,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0153_T.JPG,Unsegmented,train
